Tiempo, Transacciones_Completadas, Instr_Broadcast, Instr_Send, Latencia, Total_avg_Delay, Clk_Cycles, Time_elapsed, Monitor_Terminal, Delay_Terminal
1650,          1,          1,          0,380.000000,380.000000,         83,       1660,          0,'{0, 0, 0, 0, 0, 0, 0, 380} 
1670,          2,          2,          0,380.000000,380.000000,         84,       1680,          1,'{0, 0, 0, 0, 0, 0, 380, 380} 
1690,          3,          3,          0,380.000000,253.333333,         85,       1700,          2,'{0, 0, 0, 0, 0, 380, 380, 380} 
1710,          4,          4,          0,380.000000,158.333333,         86,       1720,          3,'{0, 0, 0, 0, 380, 380, 380, 380} 
1730,          5,          5,          0,380.000000,107.666667,         87,       1740,          4,'{0, 0, 0, 380, 380, 380, 380, 380} 
1750,          6,          6,          0,380.000000,81.277778,         88,       1760,          5,'{0, 0, 380, 380, 380, 380, 380, 380} 
1770,          7,          7,          0,380.000000,65.896825,         89,       1780,          6,'{0, 380, 380, 380, 380, 380, 380, 380} 
3010,          8,          8,          0,1300.000000,170.737103,        151,       3020,          1,'{0, 380, 380, 380, 380, 380, 840, 380} 
3030,          9,          9,          0,1300.000000,163.415234,        152,       3040,          2,'{0, 380, 380, 380, 380, 840, 840, 380} 
3050,         10,         10,          0,1300.000000,146.341523,        153,       3060,          3,'{0, 380, 380, 380, 840, 840, 840, 380} 
3070,         11,         11,          0,1300.000000,131.485593,        154,       3080,          4,'{0, 380, 380, 840, 840, 840, 840, 380} 
3090,         12,         12,          0,1300.000000,119.290466,        155,       3100,          5,'{0, 380, 840, 840, 840, 840, 840, 380} 
3110,         13,         13,          0,1300.000000,109.176190,        156,       3120,          6,'{0, 840, 840, 840, 840, 840, 840, 380} 
3130,         14,         14,          0,1300.000000,100.655442,        157,       3140,          7,'{1300, 840, 840, 840, 840, 840, 840, 380} 
4370,         15,         14,          1,1300.000000,93.377029,        219,       4380,          7,'{1300, 840, 840, 840, 840, 840, 840, 380} 
5730,         16,         14,          2,1300.000000,87.086064,        287,       5740,          7,'{866.667, 840, 840, 840, 840, 840, 840, 380} 
7090,         17,         14,          3,1300.000000,81.593298,        355,       7100,          7,'{541.667, 840, 840, 840, 840, 840, 840, 380} 
8450,         18,         14,          4,1300.000000,76.755183,        423,       8460,          3,'{541.667, 840, 840, 840, 713.333, 840, 840, 380} 
9810,         19,         14,          5,1300.000000,72.460799,        491,       9820,          4,'{541.667, 840, 840, 713.333, 713.333, 840, 840, 380} 
11170,         20,         14,          6,1300.000000,68.623040,        559,      11180,          7,'{368.333, 840, 840, 713.333, 713.333, 840, 840, 380} 
12530,         21,         14,          7,2660.000000,129.934430,        627,      12540,          2,'{368.333, 840, 840, 713.333, 713.333, 1166.67, 840, 380} 
13890,         22,         14,          8,1300.000000,64.997020,        695,      13900,          1,'{368.333, 840, 840, 713.333, 713.333, 1166.67, 713.333, 380} 
15250,         23,         14,          9,1300.000000,59.347697,        763,      15260,          7,'{278.056, 840, 840, 713.333, 713.333, 1166.67, 713.333, 380} 
16610,         24,         14,         10,1300.000000,56.639487,        831,      16620,          5,'{278.056, 840, 713.333, 713.333, 713.333, 1166.67, 713.333, 380} 
17970,         25,         14,         11,1300.000000,54.265579,        899,      17980,          4,'{278.056, 840, 713.333, 503.333, 713.333, 1166.67, 713.333, 380} 
23430,         26,         14,         12,4040.000000,157.471753,       1172,      23440,          2,'{278.056, 840, 713.333, 503.333, 713.333, 1301.67, 713.333, 380} 
27510,         27,         14,         13,1300.000000,53.980435,       1376,      27520,          5,'{278.056, 840, 503.333, 503.333, 713.333, 1301.67, 713.333, 380} 
28870,         28,         14,         14,1300.000000,48.356444,       1444,      28880,          7,'{225.437, 840, 503.333, 503.333, 713.333, 1301.67, 713.333, 380} 
33050,         29,         14,         15,1300.000000,46.495050,       1653,      33060,          0,'{225.437, 840, 503.333, 503.333, 713.333, 1301.67, 713.333, 840} 
34410,         30,         14,         16,2660.000000,90.216502,       1721,      34420,          7,'{360.68, 840, 503.333, 503.333, 713.333, 1301.67, 713.333, 840} 
37270,         31,         14,         17,1300.000000,44.845694,       1864,      37280,          7,'{184.52, 840, 503.333, 503.333, 713.333, 1301.67, 713.333, 840} 
38850,         32,         14,         18,2880.000000,91.401428,       1943,      38860,          7,'{306.452, 840, 503.333, 503.333, 713.333, 1301.67, 713.333, 840} 
